date,station,depth,op,mean_sst,mean_airt,SSM,SST,year,doy,Station,Depth (cm),bulk,Sand,Silt,Clay,Classification,index,VH,VV,angle,lc,BASE_TEMP,cum_GDD_air,cum_GDD_soil,cum_GDD,BBCH,cum_SSM
2015-04-25,MB1,0 to 5 cm,0,10.184999999999999,7.835000000000001,0.13,14.97777777777778,2015,115,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,0,-20.0,-13.0,40.0,146,5,2.835000000000001,5.184999999999999,4.01,0.0,0.13
2015-04-25,MB10,0 to 5 cm,0,7.5,7.839999999999999,0.43222222222222223,12.633333333333333,2015,115,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,0,-27.0,-20.0,43.0,146,5,5.675,7.684999999999999,6.68,0.0,0.5622222222222222
2015-04-25,MB11,0 to 5 cm,0,8.635,8.379999999999999,0.27222222222222225,12.577777777777778,2015,115,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,0,-22.0,-14.0,42.0,158,10,5.675,7.684999999999999,6.68,0.0,0.8344444444444445
2015-04-25,MB12,0 to 5 cm,0,5.35,8.014999999999999,0.31,14.266666666666666,2015,115,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,0,-22.0,-12.0,42.0,146,5,8.689999999999998,8.034999999999998,8.362499999999997,0.0,1.1444444444444444
2015-04-25,MB2,0 to 5 cm,0,13.265,8.305,0.34,15.955555555555556,2015,115,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,0,-19.0,-9.0,40.0,146,5,11.994999999999997,16.299999999999997,14.147499999999997,0.0,1.4844444444444445
2015-04-25,MB3,0 to 5 cm,0,8.715,9.004999999999999,0.27,12.766666666666667,2015,115,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,0,-22.0,-13.0,40.0,158,10,11.994999999999997,16.299999999999997,14.147499999999997,0.0,1.7544444444444445
2015-04-25,MB4,0 to 5 cm,0,11.6665,7.984999999999999,0.0891111111111111,16.41111111111111,2015,115,MB4,5,1.33,0.904,0.002,0.094,Sand,0,-22.0,-17.0,40.0,147,10,11.994999999999997,17.966499999999996,14.980749999999997,0.0,1.8435555555555556
2015-04-25,MB5,0 to 5 cm,0,9.2,7.885000000000001,0.1711111111111111,13.81111111111111,2015,115,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,0,-21.0,-11.0,40.0,136,5,14.879999999999999,22.1665,18.523249999999997,0.0,2.014666666666667
2015-04-25,MB6,0 to 5 cm,0,8.85,8.545,0.21,13.622222222222222,2015,115,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,0,-19.0,-14.0,40.0,153,5,18.424999999999997,26.016499999999997,22.220749999999995,0.0,2.224666666666667
2015-04-25,MB7,0 to 5 cm,0,10.200000000000001,8.43,0.1711111111111111,14.922222222222224,2015,115,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,0,-20.0,-11.0,40.0,158,10,18.424999999999997,26.216499999999996,22.320749999999997,0.0,2.395777777777778
2015-04-25,MB8,0 to 5 cm,0,8.65,7.989999999999999,0.3288888888888889,14.100000000000001,2015,115,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,0,-20.0,-15.0,40.0,158,10,18.424999999999997,26.216499999999996,22.320749999999997,0.0,2.724666666666667
2015-04-25,MB9,0 to 5 cm,0,10.15,7.674999999999999,0.14444444444444446,15.177777777777777,2015,115,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,0,-22.0,-12.0,40.0,147,10,18.424999999999997,26.3665,22.39575,0.0,2.869111111111111
2015-05-07,MB1,0 to 5 cm,0,8.415000000000001,8.735,0.18,6.677777777777778,2015,127,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,1,-18.0,-12.0,40.0,146,5,22.159999999999997,29.7815,25.97075,0.0,3.0491111111111113
2015-05-07,MB10,0 to 5 cm,0,9.065,8.889999999999999,0.4577777777777778,7.454444444444444,2015,127,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,1,-24.0,-12.0,43.0,146,5,26.049999999999997,33.8465,29.948249999999998,0.0,3.5068888888888887
2015-05-07,MB11,0 to 5 cm,0,7.414999999999999,8.185,0.3377777777777778,5.907777777777778,2015,127,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,1,-18.0,-9.0,42.0,158,10,26.049999999999997,33.8465,29.948249999999998,0.0,3.844666666666667
2015-05-07,MB12,0 to 5 cm,0,9.55,7.85,0.33,9.248333333333333,2015,127,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,1,-17.0,-10.0,42.0,146,5,28.9,38.3965,33.648250000000004,0.0,4.174666666666667
2015-05-07,MB2,0 to 5 cm,0,13.549999999999999,9.3,0.35,12.588888888888889,2015,127,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,1,-19.0,-9.0,40.0,146,5,33.199999999999996,46.9465,40.07325,0.0,4.524666666666667
2015-05-07,MB3,0 to 5 cm,0,8.715,9.16,0.3,7.474444444444444,2015,127,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,1,-20.0,-9.0,40.0,158,10,33.199999999999996,46.9465,40.07325,0.0,4.824666666666666
2015-05-07,MB4,0 to 5 cm,0,9.235,8.870000000000001,0.15111111111111108,7.9944444444444445,2015,127,MB4,5,1.33,0.904,0.002,0.094,Sand,1,-20.0,-15.0,40.0,147,10,33.199999999999996,46.9465,40.07325,0.0,4.975777777777778
2015-05-07,MB5,0 to 5 cm,0,8.55,8.92,0.23000000000000004,7.045555555555556,2015,127,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,1,-19.0,-11.0,40.0,136,5,37.12,50.4965,43.80825,0.0,5.205777777777778
2015-05-07,MB6,0 to 5 cm,0,8.315,8.655,0.23555555555555557,7.2666666666666675,2015,127,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,1,-19.0,-11.0,40.0,153,5,40.775,53.811499999999995,47.29325,0.0,5.441333333333334
2015-05-07,MB7,0 to 5 cm,0,8.615,8.86,0.21,7.178888888888888,2015,127,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,1,-18.0,-12.0,40.0,158,10,40.775,53.811499999999995,47.29325,0.0,5.6513333333333335
2015-05-07,MB8,0 to 5 cm,0,8.665000000000001,8.775,0.3433333333333333,7.592222222222222,2015,127,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,1,-19.0,-12.0,40.0,158,10,40.775,53.811499999999995,47.29325,0.0,5.994666666666666
2015-05-07,MB9,0 to 5 cm,0,8.7,8.835,0.18,6.873333333333333,2015,127,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,1,-21.0,-13.0,40.0,147,10,40.775,53.811499999999995,47.29325,0.0,6.174666666666667
2015-05-19,MB1,0 to 5 cm,0,10.7165,8.55,0.14222222222222222,18.88888888888889,2015,139,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,2,-17.0,-10.0,40.0,146,5,44.324999999999996,59.528,51.9265,0.0,6.316888888888889
2015-05-19,MB10,0 to 5 cm,0,7.984999999999999,6.995,0.4600000000000001,11.622222222222224,2015,139,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,2,-23.0,-11.0,43.0,146,5,46.32,62.513,54.4165,0.0,6.776888888888889
2015-05-19,MB11,0 to 5 cm,0,9.100000000000001,6.7,0.33,13.288888888888888,2015,139,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,2,-16.0,-7.0,42.0,158,10,46.32,62.513,54.4165,0.0,7.106888888888889
2015-05-19,MB12,0 to 5 cm,0,7.115,5.705,0.33,15.705555555555554,2015,139,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,2,-19.0,-10.0,42.0,146,5,47.025,64.628,55.826499999999996,0.0,7.436888888888889
2015-05-19,MB2,0 to 5 cm,0,14.100000000000001,8.209999999999999,0.38,18.12222222222222,2015,139,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,2,-17.0,-7.0,40.0,146,5,50.235,73.728,61.9815,0.0,7.816888888888889
2015-05-19,MB3,0 to 5 cm,0,9.200000000000001,8.629999999999999,0.3,14.622222222222222,2015,139,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,2,-19.0,-7.0,40.0,158,10,50.235,73.728,61.9815,10.0,8.116888888888889
2015-05-19,MB4,0 to 5 cm,0,10.333499999999999,7.919999999999999,0.17,15.455555555555556,2015,139,MB4,5,1.33,0.904,0.002,0.094,Sand,2,-18.0,-8.0,40.0,147,10,50.235,74.0615,62.14825,12.0,8.286888888888889
2015-05-19,MB5,0 to 5 cm,0,9.71665,8.22,0.43333333333333335,16.200000000000003,2015,139,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,2,-17.0,-10.0,40.0,136,5,53.455,78.77815,66.116575,0.0,8.720222222222223
2015-05-19,MB6,0 to 5 cm,0,9.6165,8.139999999999999,0.48666666666666664,15.755555555555556,2015,139,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,2,-20.0,-11.0,40.0,153,5,56.595,83.39465,69.99482499999999,0.0,9.206888888888889
2015-05-19,MB7,0 to 5 cm,0,9.233500000000001,7.405,0.34,15.155555555555557,2015,139,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,2,-19.0,-12.0,40.0,158,10,56.595,83.39465,69.99482499999999,11.0,9.546888888888889
2015-05-19,MB8,0 to 5 cm,0,10.1,7.779999999999999,0.43555555555555553,14.866666666666667,2015,139,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,2,-21.0,-12.0,40.0,158,10,56.595,83.49465,70.044825,11.0,9.982444444444445
2015-05-19,MB9,0 to 5 cm,0,11.6,7.675000000000001,0.17333333333333334,18.788888888888888,2015,139,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,2,-19.0,-12.0,40.0,147,10,56.595,85.09465,70.844825,13.0,10.155777777777779
2015-05-26,MB1,0 to 5 cm,0,23.0,19.89,0.11,26.922222222222224,2015,146,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,3,-18.0,-12.0,31.0,146,5,71.485,103.09465,87.28982500000001,0.0,10.265777777777778
2015-05-26,MB10,0 to 5 cm,0,21.6,20.0,0.46222222222222226,25.822222222222223,2015,146,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,3,-22.0,-15.0,34.0,146,5,86.485,119.69465,103.08982499999999,10.0,10.728
2015-05-26,MB11,0 to 5 cm,0,19.035,18.475,0.38,23.311111111111114,2015,146,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,3,-21.0,-12.0,34.0,158,10,94.96,128.72965,111.84482499999999,16.0,11.108
2015-05-26,MB12,0 to 5 cm,0,16.85,17.53,0.34,23.35,2015,146,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,3,-18.0,-13.0,34.0,146,5,107.49,140.57965000000002,124.03482500000001,12.0,11.448
2015-05-26,MB2,0 to 5 cm,0,21.85,19.98,0.34777777777777774,23.38888888888889,2015,146,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,3,-20.0,-12.0,31.0,146,5,122.47,157.42965,139.949825,13.0,11.795777777777777
2015-05-26,MB3,0 to 5 cm,0,21.15,19.835,0.22,24.555555555555557,2015,146,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,3,-20.0,-9.0,31.0,158,10,132.305,168.57965000000002,150.442325,21.0,12.015777777777778
2015-05-26,MB4,0 to 5 cm,0,24.299999999999997,20.439999999999998,0.12555555555555553,24.677777777777777,2015,146,MB4,5,1.33,0.904,0.002,0.094,Sand,3,-21.0,-15.0,31.0,147,10,142.745,182.87965,162.812325,25.0,12.141333333333334
2015-05-26,MB5,0 to 5 cm,0,22.65,20.795,0.34,25.466666666666665,2015,146,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,3,-21.0,-14.0,31.0,136,5,158.54,200.52965,179.534825,16.0,12.481333333333334
2015-05-26,MB6,0 to 5 cm,0,21.700000000000003,20.13,0.35,22.6,2015,146,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,3,-18.0,-11.0,31.0,153,5,173.67,217.22965,195.44982499999998,23.0,12.831333333333333
2015-05-26,MB7,0 to 5 cm,0,20.9,20.28,0.2911111111111111,22.855555555555558,2015,146,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,3,-19.0,-12.0,31.0,158,10,183.95,228.12965,206.039825,28.0,13.122444444444444
2015-05-26,MB8,0 to 5 cm,0,23.1,20.34,0.3977777777777778,25.788888888888888,2015,146,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,3,-20.0,-11.0,31.0,158,10,194.29,241.22965,217.75982499999998,30.0,13.520222222222221
2015-05-26,MB9,0 to 5 cm,0,23.35,20.795,0.17,22.477777777777778,2015,146,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,3,-19.0,-11.0,31.0,147,10,205.085,254.57965000000002,229.83232500000003,33.0,13.690222222222221
2015-06-07,MB1,0 to 5 cm,0,20.75,18.369999999999997,0.14,23.977777777777778,2015,158,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,4,-16.0,-9.0,31.0,146,5,218.45499999999998,270.32965,244.392325,21.0,13.830222222222222
2015-06-07,MB10,0 to 5 cm,0,19.15,18.365,0.5077777777777778,22.58888888888889,2015,158,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,4,-18.0,-9.0,34.0,146,5,231.82,284.47965,258.14982499999996,21.0,14.338000000000001
2015-06-07,MB11,0 to 5 cm,0,19.75,18.405,0.37,21.87777777777778,2015,158,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,4,-19.0,-10.0,34.0,158,10,240.225,294.22965,267.227325,34.0,14.708
2015-06-07,MB12,0 to 5 cm,0,16.25,18.185,0.35,22.516666666666666,2015,158,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,4,-17.0,-9.0,34.0,146,5,253.41,305.47965,279.444825,23.0,15.058
2015-06-07,MB2,0 to 5 cm,0,22.0,18.685000000000002,0.3622222222222222,23.155555555555555,2015,158,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,4,-16.0,-7.0,31.0,146,5,267.095,322.47965,294.787325,24.0,15.420222222222222
2015-06-07,MB3,0 to 5 cm,0,20.25,18.990000000000002,0.23000000000000004,23.788888888888888,2015,158,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,4,-18.0,-10.0,31.0,158,10,276.085,332.72965,304.407325,37.0,15.650222222222222
2015-06-07,MB4,0 to 5 cm,0,22.15,18.755,0.14,25.51111111111111,2015,158,MB4,5,1.33,0.904,0.002,0.094,Sand,4,-19.0,-10.0,31.0,147,10,284.84,344.87964999999997,314.859825,40.0,15.790222222222223
2015-06-07,MB5,0 to 5 cm,0,20.4,18.415,0.34,23.266666666666666,2015,158,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,4,-15.0,-8.0,31.0,136,5,298.255,360.27965,329.267325,26.0,16.130222222222223
2015-06-07,MB6,0 to 5 cm,0,19.9,18.825,0.34,23.433333333333334,2015,158,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,4,-18.0,-7.0,31.0,153,5,312.08,375.17965,343.629825,39.0,16.470222222222223
2015-06-07,MB7,0 to 5 cm,0,21.15,18.634999999999998,0.2755555555555556,24.87777777777778,2015,158,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,4,-17.0,-11.0,31.0,158,10,320.715,386.32965,353.522325,42.0,16.74577777777778
2015-06-07,MB8,0 to 5 cm,0,20.85,18.740000000000002,0.39555555555555555,23.733333333333334,2015,158,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,4,-18.0,-8.0,31.0,158,10,329.455,397.17965,363.317325,42.0,17.141333333333332
2015-06-07,MB9,0 to 5 cm,0,21.75,18.87,0.18,25.22222222222222,2015,158,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,4,-17.0,-7.0,31.0,147,10,338.325,408.92965,373.627325,45.0,17.321333333333335
2015-06-12,MB10,0 to 5 cm,0,21.5,20.14,0.43,25.51111111111111,2015,163,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,5,-21.0,-15.0,43.0,146,5,353.465,425.42965,389.447325,29.0,17.751333333333335
2015-06-12,MB11,0 to 5 cm,0,21.2,20.2,0.4,24.733333333333334,2015,163,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,5,-23.0,-15.0,42.0,158,10,363.665,436.62964999999997,400.147325,46.0,18.151333333333334
2015-06-12,MB12,0 to 5 cm,0,20.0,19.895,0.3211111111111111,25.894444444444446,2015,163,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,5,-17.0,-10.0,42.0,146,5,378.56,451.62964999999997,415.094825,32.0,18.472444444444445
2015-06-12,MB8,0 to 5 cm,0,22.6,20.185000000000002,0.3655555555555556,27.055555555555557,2015,163,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,5,-19.0,-14.0,40.0,158,10,388.745,464.22965,426.487325,48.0,18.838
2015-06-19,MB1,0 to 5 cm,0,15.6,12.75,0.15,16.133333333333333,2015,170,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,5,-18.0,-12.0,31.0,146,5,396.495,474.82965,435.662325,34.0,18.988
2015-06-19,MB10,0 to 5 cm,0,16.15,13.995,0.4511111111111112,16.066666666666666,2015,170,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,6,-18.0,-13.0,34.0,146,5,405.49,485.97965,445.734825,35.0,19.43911111111111
2015-06-19,MB11,0 to 5 cm,0,15.7,13.885,0.40222222222222226,17.333333333333332,2015,170,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,6,-21.0,-14.0,34.0,158,10,409.375,491.67965,450.527325,50.0,19.841333333333335
2015-06-19,MB12,0 to 5 cm,0,16.45,14.170000000000002,0.31,18.31111111111111,2015,170,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,6,-16.0,-10.0,34.0,146,5,418.545,503.12964999999997,460.83732499999996,36.0,20.151333333333334
2015-06-19,MB2,0 to 5 cm,0,18.6,12.69,0.35777777777777775,19.288888888888888,2015,170,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,5,-17.0,-11.0,31.0,146,5,426.235,516.72965,471.482325,37.0,20.50911111111111
2015-06-19,MB3,0 to 5 cm,0,15.75,13.4,0.23111111111111113,16.1,2015,170,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,5,-19.0,-13.0,31.0,158,10,429.635,522.47965,476.057325,52.0,20.740222222222222
2015-06-19,MB4,0 to 5 cm,0,16.8,13.335,0.13,17.200000000000003,2015,170,MB4,5,1.33,0.904,0.002,0.094,Sand,5,-19.0,-11.0,31.0,147,10,432.97,529.27965,481.124825,54.0,20.87022222222222
2015-06-19,MB5,0 to 5 cm,0,15.100000000000001,12.17,0.25333333333333335,16.12222222222222,2015,170,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,5,-18.0,-13.0,31.0,136,5,440.14,539.37965,489.759825,39.0,21.123555555555555
2015-06-19,MB6,0 to 5 cm,0,15.45,12.725000000000001,0.23000000000000004,16.200000000000003,2015,170,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,5,-21.0,-13.0,31.0,153,5,447.865,549.82965,498.847325,53.0,21.353555555555555
2015-06-19,MB7,0 to 5 cm,0,16.45,12.989999999999998,0.26,17.22222222222222,2015,170,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,5,-21.0,-13.0,31.0,158,10,450.855,556.27965,503.567325,54.0,21.613555555555557
2015-06-19,MB8,0 to 5 cm,0,15.1,12.575,0.37444444444444447,16.133333333333333,2015,170,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,6,-18.0,-11.0,31.0,158,10,453.43,561.37965,507.40482499999996,54.0,21.988
2015-06-19,MB9,0 to 5 cm,0,16.8,13.67,0.14888888888888888,16.833333333333332,2015,170,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,5,-17.0,-14.0,31.0,147,10,457.1,568.17965,512.639825,57.0,22.13688888888889
2015-06-24,MB1,0 to 5 cm,0,22.450000000000003,18.41,0.14,25.144444444444442,2015,175,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,6,-18.0,-12.0,40.0,146,5,470.51,585.62965,528.069825,43.0,22.27688888888889
2015-06-24,MB10,0 to 5 cm,0,22.05,20.295,0.5433333333333334,22.644444444444446,2015,175,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,7,-20.0,-13.0,43.0,146,5,485.805,602.67965,544.242325,44.0,22.820222222222224
2015-06-24,MB11,0 to 5 cm,0,22.6,19.915,0.4033333333333333,25.72222222222222,2015,175,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,7,-21.0,-14.0,42.0,158,10,495.72,615.27965,555.499825,57.0,23.223555555555556
2015-06-24,MB12,0 to 5 cm,0,19.75,19.845,0.3,25.116666666666667,2015,175,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,7,-18.0,-12.0,42.0,146,5,510.565,630.02965,570.297325,47.0,23.523555555555557
2015-06-24,MB2,0 to 5 cm,0,24.299999999999997,18.7,0.35444444444444445,24.51111111111111,2015,175,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,6,-16.0,-12.0,40.0,146,5,524.265,649.32965,586.797325,49.0,23.878
2015-06-24,MB3,0 to 5 cm,0,22.5,19.5,0.22,24.91111111111111,2015,175,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,6,-20.0,-12.0,40.0,158,10,533.765,661.82965,597.797325,60.0,24.098
2015-06-24,MB4,0 to 5 cm,0,24.049999999999997,19.11,0.13,26.766666666666666,2015,175,MB4,5,1.33,0.904,0.002,0.094,Sand,6,-19.0,-12.0,40.0,147,10,542.875,675.87965,609.3773249999999,61.0,24.228
2015-06-24,MB5,0 to 5 cm,0,19.5,18.425,0.33,21.799999999999997,2015,175,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,6,-17.0,-13.0,40.0,136,5,556.3,690.37965,623.339825,52.0,24.558
2015-06-24,MB6,0 to 5 cm,0,20.7,19.03,0.2611111111111111,24.41111111111111,2015,175,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,6,-18.0,-12.0,40.0,153,5,570.33,706.07965,638.204825,61.0,24.819111111111113
2015-06-24,MB7,0 to 5 cm,0,21.5,19.005000000000003,0.26,23.71111111111111,2015,175,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,6,-20.0,-13.0,40.0,158,10,579.335,717.57965,648.4573250000001,62.0,25.07911111111111
2015-06-24,MB8,0 to 5 cm,0,21.4,18.794999999999998,0.38222222222222224,24.366666666666667,2015,175,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,7,-18.0,-13.0,40.0,158,10,588.13,728.97965,658.5548249999999,63.0,25.461333333333332
2015-06-24,MB9,0 to 5 cm,0,22.1,18.725,0.17,24.822222222222223,2015,175,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,6,-18.0,-13.0,40.0,147,10,596.855,741.07965,668.9673250000001,63.0,25.631333333333334
2015-07-13,MB1,0 to 5 cm,0,27.2,22.105,0.14333333333333334,33.52222222222222,2015,194,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,7,-12.0,-7.0,31.0,146,5,613.96,763.27965,688.619825,59.0,25.77466666666667
2015-07-13,MB10,0 to 5 cm,0,22.65,22.71,0.39,24.1,2015,194,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,8,-13.0,-8.0,34.0,146,5,631.67,780.92965,706.299825,61.0,26.16466666666667
2015-07-13,MB11,0 to 5 cm,0,27.55,22.695,0.4166666666666667,27.788888888888888,2015,194,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,8,-15.0,-8.0,34.0,158,10,644.365,798.47965,721.422325,66.0,26.581333333333333
2015-07-13,MB12,0 to 5 cm,0,21.75,22.78,0.2611111111111111,29.46111111111111,2015,194,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,8,-16.0,-9.0,34.0,146,5,662.145,815.22965,738.687325,64.0,26.842444444444446
2015-07-13,MB2,0 to 5 cm,0,26.85,22.055,0.36,31.133333333333333,2015,194,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,7,-11.0,-7.0,31.0,146,5,679.2,837.07965,758.139825,66.0,27.202444444444446
2015-07-13,MB3,0 to 5 cm,0,24.15,22.42,0.3211111111111111,26.677777777777777,2015,194,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,7,-13.0,-5.0,31.0,158,10,691.62,851.22965,771.424825,69.0,27.523555555555557
2015-07-13,MB4,0 to 5 cm,0,26.700000000000003,22.415,0.13111111111111112,30.58888888888889,2015,194,MB4,5,1.33,0.904,0.002,0.094,Sand,7,-14.0,-5.0,31.0,147,10,704.035,867.92965,785.982325,65.0,27.654666666666667
2015-07-13,MB5,0 to 5 cm,0,23.3,21.915,0.33111111111111113,25.4,2015,194,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,7,-13.0,-10.0,31.0,136,5,720.95,886.22965,803.589825,70.0,27.985777777777777
2015-07-13,MB6,0 to 5 cm,0,25.3,22.325000000000003,0.3255555555555556,29.82222222222222,2015,194,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,7,-13.0,-9.0,31.0,153,5,738.275,906.52965,822.402325,70.0,28.311333333333334
2015-07-13,MB7,0 to 5 cm,0,24.6,21.9,0.26,27.700000000000003,2015,194,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,7,-15.0,-6.0,31.0,158,10,750.175,921.12965,835.652325,72.0,28.571333333333335
2015-07-13,MB8,0 to 5 cm,0,25.65,22.18,0.3877777777777778,27.84444444444445,2015,194,MB8,5,1.22,0.036000000000000004,0.332,0.632,Heavy Clay,8,-13.0,-7.0,31.0,158,10,762.355,936.77965,849.567325,72.0,28.959111111111113
2015-07-13,MB9,0 to 5 cm,0,26.25,22.09,0.19,30.599999999999998,2015,194,MB9,5,1.53,0.813,0.06,0.127,Sandy Loam,7,-16.0,-9.0,31.0,147,10,774.445,953.02965,863.737325,67.0,29.14911111111111
2015-07-25,MB1,0 to 5 cm,0,26.35,22.48,0.14777777777777779,32.455555555555556,2015,206,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,8,-14.0,-8.0,31.0,146,5,791.925,974.37965,883.152325,78.0,29.29688888888889
2015-07-25,MB10,0 to 5 cm,0,22.3,23.369999999999997,0.4155555555555555,24.166666666666668,2015,206,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,9,-12.0,-5.0,34.0,146,5,810.295,991.67965,900.987325,80.0,29.712444444444444
2015-07-25,MB11,0 to 5 cm,0,24.85,22.86,0.4077777777777778,26.811111111111114,2015,206,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,9,-14.0,-6.0,34.0,158,10,823.155,1006.52965,914.842325,76.0,30.120222222222225
