date,station,depth,op,mean_sst,mean_airt,SSM,SST,year,doy,Station,Depth (cm),bulk,Sand,Silt,Clay,Classification,index,level_3,VH,VV,angle,lc,BASE_TEMP,cum_GDD_air,cum_GDD_soil,cum_GDD,BBCH,cum_SSM
2015-04-25,MB1,0 to 5 cm,0,10.166666666666657,7.836500000000001,0.13144444444444442,14.981481481481474,2015,115,MB1,5,1.28,0.7879999999999999,0.10099999999999999,0.111,Sandy Loam,0,0,-20.0,-13.0,40.0,146,5,2.836500000000001,5.166666666666657,4.001583333333329,0.0,0.13144444444444442
2015-04-25,MB10,0 to 5 cm,0,7.516666666666652,7.838499999999982,0.4328888888888888,12.637037037037052,2015,115,MB10,5,1.05,0.0455,0.24,0.716,Heavy Clay,0,0,-27.0,-20.0,43.0,146,5,5.674999999999983,7.68333333333331,6.679166666666646,0.0,0.5643333333333332
2015-04-25,MB11,0 to 5 cm,0,8.616666666666646,8.380500000000012,0.2732592592592592,12.581481481481465,2015,115,MB11,5,1.3,0.23800000000000002,0.395,0.368,Clay Loam,0,0,-22.0,-14.0,42.0,158,10,5.674999999999983,7.68333333333331,6.679166666666646,0.0,0.8375925925925924
2015-04-25,MB12,0 to 5 cm,0,5.349999999999994,8.012499999999989,0.31125925925925924,14.271246718929937,2015,115,MB12,5,1.33,0.42100000000000004,0.41700000000000004,0.162,Loam,0,0,-22.0,-12.0,42.0,146,5,8.687499999999972,8.033333333333303,8.360416666666637,0.0,1.1488518518518518
2015-04-25,MB2,0 to 5 cm,0,13.270938049889793,8.307000000000016,0.340557363270073,15.961011956378412,2015,115,MB2,5,1.35,0.449,0.20800000000000002,0.34299999999999997,Clay Loam,0,0,-19.0,-9.0,40.0,146,5,11.994499999999988,16.304271383223096,14.149385691611542,0.0,1.489409215121925
2015-04-25,MB3,0 to 5 cm,0,8.716666666666669,9.002999999999986,0.27133333333333337,12.774074074074072,2015,115,MB3,5,1.47,0.47100000000000003,0.21100000000000002,0.318,Sandy Clay Loam,0,0,-22.0,-13.0,40.0,158,10,11.994499999999988,16.304271383223096,14.149385691611542,0.0,1.7607425484552583
2015-04-25,MB4,0 to 5 cm,0,11.666666666666657,7.983499999999992,0.08896296296296294,16.40000000000001,2015,115,MB4,5,1.33,0.904,0.002,0.094,Sand,0,0,-22.0,-17.0,40.0,147,10,11.994499999999988,17.970938049889753,14.98271902494487,0.0,1.8497055114182213
2015-04-25,MB5,0 to 5 cm,0,9.183333333333337,7.884500000000003,0.17274074074074072,13.811111111111119,2015,115,MB5,5,1.46,0.414,0.18100000000000002,0.405,Clay,0,0,-21.0,-11.0,40.0,136,5,14.87899999999999,22.15427138322309,18.51663569161154,0.0,2.022446252158962
2015-04-25,MB6,0 to 5 cm,0,8.849999999999994,8.545499999999976,0.2096666666666666,13.625925925925925,2015,115,MB6,5,1.21,0.037000000000000005,0.24600000000000002,0.7170000000000001,Heavy Clay,0,0,-19.0,-14.0,40.0,153,5,18.424499999999966,26.004271383223085,22.214385691611525,0.0,2.232112918825629
2015-04-25,MB7,0 to 5 cm,0,10.21666666666667,8.430499999999995,0.17337037037037034,14.925925925925911,2015,115,MB7,5,1.4,0.7829999999999999,0.092,0.125,Sandy Loam,0,0,-20.0,-11.0,40.0,158,10,18.424499999999966,26.220938049889753,22.32271902494486,0.0,2.405483289195999
